ruta_imagen1,ruta_imagen2,ruta_imagen3,theta_i
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.7853981633974483, -1.0471975511965979, 1.832595714594046, 49.68295743932122, 38.814061021629534, 43.91535703315844].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.7853981633974483, -1.0471975511965979, 1.832595714594046, 49.68295743932122, 38.814061021629534, 43.91535703315844].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.7853981633974483, -1.0471975511965979, 1.832595714594046, 49.68295743932122, 38.814061021629534, 43.91535703315844].png","[0.7853981633974483, -1.0471975511965979, 1.832595714594046, 49.68295743932122, 38.814061021629534, 43.91535703315844]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.7853981633974483, -1.0471975511965979, 1.5707963267948966, 124.02466611507602, 65.08226441646859, 167.7475468188071].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.7853981633974483, -1.0471975511965979, 1.5707963267948966, 124.02466611507602, 65.08226441646859, 167.7475468188071].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.7853981633974483, -1.0471975511965979, 1.5707963267948966, 124.02466611507602, 65.08226441646859, 167.7475468188071].png","[0.7853981633974483, -1.0471975511965979, 1.5707963267948966, 124.02466611507602, 65.08226441646859, 167.7475468188071]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.7853981633974483, -1.0471975511965979, 1.308996938995747, 179.59276556822903, 141.7786480474677, 103.0867418537519].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.7853981633974483, -1.0471975511965979, 1.308996938995747, 179.59276556822903, 141.7786480474677, 103.0867418537519].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.7853981633974483, -1.0471975511965979, 1.308996938995747, 179.59276556822903, 141.7786480474677, 103.0867418537519].png","[0.7853981633974483, -1.0471975511965979, 1.308996938995747, 179.59276556822903, 141.7786480474677, 103.0867418537519]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.7853981633974483, -0.8377580409572782, -2.0, 130.50725394330433, 177.85777592054052, 99.43714174700165].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, -2.0, 130.50725394330433, 177.85777592054052, 99.43714174700165].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, -2.0, 130.50725394330433, 177.85777592054052, 99.43714174700165].png","[0.7853981633974483, -0.8377580409572782, -2.0, 130.50725394330433, 177.85777592054052, 99.43714174700165]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.7853981633974483, -0.8377580409572782, -2.0943951023931953, 74.93628499388663, 110.21528557814415, 105.39649167320601].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, -2.0943951023931953, 74.93628499388663, 110.21528557814415, 105.39649167320601].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, -2.0943951023931953, 74.93628499388663, 110.21528557814415, 105.39649167320601].png","[0.7853981633974483, -0.8377580409572782, -2.0943951023931953, 74.93628499388663, 110.21528557814415, 105.39649167320601]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.7853981633974483, -0.8377580409572782, -1.832595714594046, 67.06201407838269, 145.07364868456298, 58.53863034495631].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, -1.832595714594046, 67.06201407838269, 145.07364868456298, 58.53863034495631].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, -1.832595714594046, 67.06201407838269, 145.07364868456298, 58.53863034495631].png","[0.7853981633974483, -0.8377580409572782, -1.832595714594046, 67.06201407838269, 145.07364868456298, 58.53863034495631]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.7853981633974483, -0.8377580409572782, -1.5707963267948966, 174.617629269557, 99.16626468093062, 70.23087438613192].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, -1.5707963267948966, 174.617629269557, 99.16626468093062, 70.23087438613192].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, -1.5707963267948966, 174.617629269557, 99.16626468093062, 70.23087438613192].png","[0.7853981633974483, -0.8377580409572782, -1.5707963267948966, 174.617629269557, 99.16626468093062, 70.23087438613192]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.7853981633974483, -0.8377580409572782, -1.308996938995747, 97.06636702033315, 35.49720935489477, 81.06550140792024].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, -1.308996938995747, 97.06636702033315, 35.49720935489477, 81.06550140792024].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, -1.308996938995747, 97.06636702033315, 35.49720935489477, 81.06550140792024].png","[0.7853981633974483, -0.8377580409572782, -1.308996938995747, 97.06636702033315, 35.49720935489477, 81.06550140792024]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.7853981633974483, -0.8377580409572782, 2.0, 94.93861525457739, 100.5783021758555, 152.39322861891918].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, 2.0, 94.93861525457739, 100.5783021758555, 152.39322861891918].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, 2.0, 94.93861525457739, 100.5783021758555, 152.39322861891918].png","[0.7853981633974483, -0.8377580409572782, 2.0, 94.93861525457739, 100.5783021758555, 152.39322861891918]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.7853981633974483, -0.8377580409572782, 2.0943951023931953, 63.527124617229504, 94.5944069861817, 113.2748421943941].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, 2.0943951023931953, 63.527124617229504, 94.5944069861817, 113.2748421943941].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, 2.0943951023931953, 63.527124617229504, 94.5944069861817, 113.2748421943941].png","[0.7853981633974483, -0.8377580409572782, 2.0943951023931953, 63.527124617229504, 94.5944069861817, 113.2748421943941]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.7853981633974483, -0.8377580409572782, 1.832595714594046, 52.48700059882724, 133.7155499492636, 39.3613719810659].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, 1.832595714594046, 52.48700059882724, 133.7155499492636, 39.3613719810659].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, 1.832595714594046, 52.48700059882724, 133.7155499492636, 39.3613719810659].png","[0.7853981633974483, -0.8377580409572782, 1.832595714594046, 52.48700059882724, 133.7155499492636, 39.3613719810659]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.7853981633974483, -0.8377580409572782, 1.5707963267948966, 128.7858284880162, 173.6583441024136, 29.168361847387732].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, 1.5707963267948966, 128.7858284880162, 173.6583441024136, 29.168361847387732].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, 1.5707963267948966, 128.7858284880162, 173.6583441024136, 29.168361847387732].png","[0.7853981633974483, -0.8377580409572782, 1.5707963267948966, 128.7858284880162, 173.6583441024136, 29.168361847387732]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[0.7853981633974483, -0.8377580409572782, 1.308996938995747, 84.00431542356307, 59.62487751406154, 13.536793130069508].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[0.7853981633974483, -0.8377580409572782, 1.308996938995747, 84.00431542356307, 59.62487751406154, 13.536793130069508].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[0.7853981633974483, -0.8377580409572782, 1.308996938995747, 84.00431542356307, 59.62487751406154, 13.536793130069508].png","[0.7853981633974483, -0.8377580409572782, 1.308996938995747, 84.00431542356307, 59.62487751406154, 13.536793130069508]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[1.5707963267948966, -2.5132741228718345, -2.0, 154.5262893764236, 173.54314441503584, 58.0896201420411].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[1.5707963267948966, -2.5132741228718345, -2.0, 154.5262893764236, 173.54314441503584, 58.0896201420411].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[1.5707963267948966, -2.5132741228718345, -2.0, 154.5262893764236, 173.54314441503584, 58.0896201420411].png","[1.5707963267948966, -2.5132741228718345, -2.0, 154.5262893764236, 173.54314441503584, 58.0896201420411]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[1.5707963267948966, -2.5132741228718345, -2.0943951023931953, 90.59164953586902, 71.76799438748353, 102.99528633041204].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[1.5707963267948966, -2.5132741228718345, -2.0943951023931953, 90.59164953586902, 71.76799438748353, 102.99528633041204].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[1.5707963267948966, -2.5132741228718345, -2.0943951023931953, 90.59164953586902, 71.76799438748353, 102.99528633041204].png","[1.5707963267948966, -2.5132741228718345, -2.0943951023931953, 90.59164953586902, 71.76799438748353, 102.99528633041204]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[1.5707963267948966, -2.5132741228718345, -1.832595714594046, 127.50160159377363, 94.79018342481726, 52.381027477930566].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[1.5707963267948966, -2.5132741228718345, -1.832595714594046, 127.50160159377363, 94.79018342481726, 52.381027477930566].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[1.5707963267948966, -2.5132741228718345, -1.832595714594046, 127.50160159377363, 94.79018342481726, 52.381027477930566].png","[1.5707963267948966, -2.5132741228718345, -1.832595714594046, 127.50160159377363, 94.79018342481726, 52.381027477930566]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[1.5707963267948966, -2.5132741228718345, -1.5707963267948966, 11.648553695318425, 172.05442862243618, 60.81012039262189].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[1.5707963267948966, -2.5132741228718345, -1.5707963267948966, 11.648553695318425, 172.05442862243618, 60.81012039262189].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[1.5707963267948966, -2.5132741228718345, -1.5707963267948966, 11.648553695318425, 172.05442862243618, 60.81012039262189].png","[1.5707963267948966, -2.5132741228718345, -1.5707963267948966, 11.648553695318425, 172.05442862243618, 60.81012039262189]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[1.5707963267948966, -2.5132741228718345, -1.308996938995747, 147.27667715614112, 162.3364821457235, 115.62197723560254].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[1.5707963267948966, -2.5132741228718345, -1.308996938995747, 147.27667715614112, 162.3364821457235, 115.62197723560254].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[1.5707963267948966, -2.5132741228718345, -1.308996938995747, 147.27667715614112, 162.3364821457235, 115.62197723560254].png","[1.5707963267948966, -2.5132741228718345, -1.308996938995747, 147.27667715614112, 162.3364821457235, 115.62197723560254]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[1.5707963267948966, -2.5132741228718345, 2.0, 149.81934730624567, 21.97065022085816, 97.46461307989043].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[1.5707963267948966, -2.5132741228718345, 2.0, 149.81934730624567, 21.97065022085816, 97.46461307989043].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[1.5707963267948966, -2.5132741228718345, 2.0, 149.81934730624567, 21.97065022085816, 97.46461307989043].png","[1.5707963267948966, -2.5132741228718345, 2.0, 149.81934730624567, 21.97065022085816, 97.46461307989043]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[1.5707963267948966, -2.5132741228718345, 2.0943951023931953, 42.676404549719706, 161.67539533737346, 66.2665736177022].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[1.5707963267948966, -2.5132741228718345, 2.0943951023931953, 42.676404549719706, 161.67539533737346, 66.2665736177022].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[1.5707963267948966, -2.5132741228718345, 2.0943951023931953, 42.676404549719706, 161.67539533737346, 66.2665736177022].png","[1.5707963267948966, -2.5132741228718345, 2.0943951023931953, 42.676404549719706, 161.67539533737346, 66.2665736177022]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[1.5707963267948966, -2.5132741228718345, 1.832595714594046, 61.559310517645166, 11.56286502825811, 5.571434737386516].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[1.5707963267948966, -2.5132741228718345, 1.832595714594046, 61.559310517645166, 11.56286502825811, 5.571434737386516].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[1.5707963267948966, -2.5132741228718345, 1.832595714594046, 61.559310517645166, 11.56286502825811, 5.571434737386516].png","[1.5707963267948966, -2.5132741228718345, 1.832595714594046, 61.559310517645166, 11.56286502825811, 5.571434737386516]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[1.5707963267948966, -2.5132741228718345, 1.5707963267948966, 146.67064839916586, 40.588255212690676, 60.11397059227712].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[1.5707963267948966, -2.5132741228718345, 1.5707963267948966, 146.67064839916586, 40.588255212690676, 60.11397059227712].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[1.5707963267948966, -2.5132741228718345, 1.5707963267948966, 146.67064839916586, 40.588255212690676, 60.11397059227712].png","[1.5707963267948966, -2.5132741228718345, 1.5707963267948966, 146.67064839916586, 40.588255212690676, 60.11397059227712]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[1.5707963267948966, -2.5132741228718345, 1.308996938995747, 88.46843303975734, 178.2502355212685, 24.125112265559203].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[1.5707963267948966, -2.5132741228718345, 1.308996938995747, 88.46843303975734, 178.2502355212685, 24.125112265559203].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[1.5707963267948966, -2.5132741228718345, 1.308996938995747, 88.46843303975734, 178.2502355212685, 24.125112265559203].png","[1.5707963267948966, -2.5132741228718345, 1.308996938995747, 88.46843303975734, 178.2502355212685, 24.125112265559203]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[1.5707963267948966, -2.303834612632515, -2.0, 134.99587654413153, 60.172527714320175, 114.67245744137438].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[1.5707963267948966, -2.303834612632515, -2.0, 134.99587654413153, 60.172527714320175, 114.67245744137438].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[1.5707963267948966, -2.303834612632515, -2.0, 134.99587654413153, 60.172527714320175, 114.67245744137438].png","[1.5707963267948966, -2.303834612632515, -2.0, 134.99587654413153, 60.172527714320175, 114.67245744137438]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[1.5707963267948966, -2.303834612632515, -2.0943951023931953, 0.6109807695403613, 157.7512470765883, 152.21879003417806].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[1.5707963267948966, -2.303834612632515, -2.0943951023931953, 0.6109807695403613, 157.7512470765883, 152.21879003417806].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[1.5707963267948966, -2.303834612632515, -2.0943951023931953, 0.6109807695403613, 157.7512470765883, 152.21879003417806].png","[1.5707963267948966, -2.303834612632515, -2.0943951023931953, 0.6109807695403613, 157.7512470765883, 152.21879003417806]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[1.5707963267948966, -2.303834612632515, -1.832595714594046, 46.97281157701778, 142.87270476158338, 153.18067263132647].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[1.5707963267948966, -2.303834612632515, -1.832595714594046, 46.97281157701778, 142.87270476158338, 153.18067263132647].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[1.5707963267948966, -2.303834612632515, -1.832595714594046, 46.97281157701778, 142.87270476158338, 153.18067263132647].png","[1.5707963267948966, -2.303834612632515, -1.832595714594046, 46.97281157701778, 142.87270476158338, 153.18067263132647]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[1.5707963267948966, -2.303834612632515, -1.5707963267948966, 10.168985438766073, 36.1680681041867, 84.57213316699614].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[1.5707963267948966, -2.303834612632515, -1.5707963267948966, 10.168985438766073, 36.1680681041867, 84.57213316699614].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[1.5707963267948966, -2.303834612632515, -1.5707963267948966, 10.168985438766073, 36.1680681041867, 84.57213316699614].png","[1.5707963267948966, -2.303834612632515, -1.5707963267948966, 10.168985438766073, 36.1680681041867, 84.57213316699614]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[1.5707963267948966, -2.303834612632515, -1.308996938995747, 150.06021490636397, 50.586923675993916, 50.66511924352476].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[1.5707963267948966, -2.303834612632515, -1.308996938995747, 150.06021490636397, 50.586923675993916, 50.66511924352476].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[1.5707963267948966, -2.303834612632515, -1.308996938995747, 150.06021490636397, 50.586923675993916, 50.66511924352476].png","[1.5707963267948966, -2.303834612632515, -1.308996938995747, 150.06021490636397, 50.586923675993916, 50.66511924352476]"
